complaint_id,text,language,category,department,priority,template_group
HIN_0276,"नमस्ते, कूरियर वाले ने पैकेज देने से मना कर दिया। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_09
HIN_0277,"कृपया मदद करें, कूरियर वाले ने पैकेज देने से मना कर दिया।",Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_09
HIN_0278,"कृपया मदद करें, कूरियर वाले ने पैकेज देने से मना कर दिया। कृपया इसे जल्दी हल करें।",Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_09
HIN_0279,"कृपया मदद करें, कूरियर वाले ने पैकेज देने से मना कर दिया। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_09
HIN_0280,मुझे सहायता चाहिए क्योंकि कूरियर वाले ने पैकेज देने से मना कर दिया।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_09
HIN_0281,मुझे सहायता चाहिए क्योंकि कूरियर वाले ने पैकेज देने से मना कर दिया। कृपया इसे जल्दी हल करें।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_09
HIN_0282,मुझे सहायता चाहिए क्योंकि कूरियर वाले ने पैकेज देने से मना कर दिया। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_09
HIN_0283,यह बहुत जरूरी है: कूरियर वाले ने पैकेज देने से मना कर दिया।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_09
HIN_0284,यह बहुत जरूरी है: कूरियर वाले ने पैकेज देने से मना कर दिया। कृपया इसे जल्दी हल करें।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_09
HIN_0285,यह बहुत जरूरी है: कूरियर वाले ने पैकेज देने से मना कर दिया। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_09
HIN_0286,ट्रैकिंग की जानकारी अपडेट नहीं हो रही है।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_10
HIN_0287,ट्रैकिंग की जानकारी अपडेट नहीं हो रही है। कृपया इसे जल्दी हल करें।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_10
HIN_0288,ट्रैकिंग की जानकारी अपडेट नहीं हो रही है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_10
HIN_0289,"नमस्ते, ट्रैकिंग की जानकारी अपडेट नहीं हो रही है।",Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_10
HIN_0290,"नमस्ते, ट्रैकिंग की जानकारी अपडेट नहीं हो रही है। कृपया इसे जल्दी हल करें।",Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_10
HIN_0291,"नमस्ते, ट्रैकिंग की जानकारी अपडेट नहीं हो रही है। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_10
HIN_0292,"कृपया मदद करें, ट्रैकिंग की जानकारी अपडेट नहीं हो रही है।",Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_10
HIN_0293,"कृपया मदद करें, ट्रैकिंग की जानकारी अपडेट नहीं हो रही है। कृपया इसे जल्दी हल करें।",Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_10
HIN_0294,"कृपया मदद करें, ट्रैकिंग की जानकारी अपडेट नहीं हो रही है। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_10
HIN_0295,मुझे सहायता चाहिए क्योंकि ट्रैकिंग की जानकारी अपडेट नहीं हो रही है।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_10
HIN_0296,मुझे सहायता चाहिए क्योंकि ट्रैकिंग की जानकारी अपडेट नहीं हो रही है। कृपया इसे जल्दी हल करें।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_10
HIN_0297,मुझे सहायता चाहिए क्योंकि ट्रैकिंग की जानकारी अपडेट नहीं हो रही है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_10
HIN_0298,यह बहुत जरूरी है: ट्रैकिंग की जानकारी अपडेट नहीं हो रही है।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_10
HIN_0299,यह बहुत जरूरी है: ट्रैकिंग की जानकारी अपडेट नहीं हो रही है। कृपया इसे जल्दी हल करें।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_10
HIN_0300,यह बहुत जरूरी है: ट्रैकिंग की जानकारी अपडेट नहीं हो रही है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_10
HIN_0301,मैंने ऑर्डर रद्द किया लेकिन रिफंड नहीं मिला।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_01
HIN_0302,मैंने ऑर्डर रद्द किया लेकिन रिफंड नहीं मिला। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_01
HIN_0303,मैंने ऑर्डर रद्द किया लेकिन रिफंड नहीं मिला। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_01
HIN_0304,"नमस्ते, मैंने ऑर्डर रद्द किया लेकिन रिफंड नहीं मिला।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_01
HIN_0305,"नमस्ते, मैंने ऑर्डर रद्द किया लेकिन रिफंड नहीं मिला। कृपया इसे जल्दी हल करें।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_01
HIN_0306,"नमस्ते, मैंने ऑर्डर रद्द किया लेकिन रिफंड नहीं मिला। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_01
HIN_0307,"कृपया मदद करें, मैंने ऑर्डर रद्द किया लेकिन रिफंड नहीं मिला।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_01
HIN_0308,"कृपया मदद करें, मैंने ऑर्डर रद्द किया लेकिन रिफंड नहीं मिला। कृपया इसे जल्दी हल करें।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_01
HIN_0309,"कृपया मदद करें, मैंने ऑर्डर रद्द किया लेकिन रिफंड नहीं मिला। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_01
HIN_0310,मुझे सहायता चाहिए क्योंकि मैंने ऑर्डर रद्द किया लेकिन रिफंड नहीं मिला।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_01
HIN_0311,मुझे सहायता चाहिए क्योंकि मैंने ऑर्डर रद्द किया लेकिन रिफंड नहीं मिला। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_01
HIN_0312,मुझे सहायता चाहिए क्योंकि मैंने ऑर्डर रद्द किया लेकिन रिफंड नहीं मिला। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_01
HIN_0313,यह बहुत जरूरी है: मैंने ऑर्डर रद्द किया लेकिन रिफंड नहीं मिला।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_01
HIN_0314,यह बहुत जरूरी है: मैंने ऑर्डर रद्द किया लेकिन रिफंड नहीं मिला। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_01
HIN_0315,यह बहुत जरूरी है: मैंने ऑर्डर रद्द किया लेकिन रिफंड नहीं मिला। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_01
HIN_0316,मेरा रिफंड अभी भी पेंडिंग है।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_02
HIN_0317,मेरा रिफंड अभी भी पेंडिंग है। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_02
HIN_0318,मेरा रिफंड अभी भी पेंडिंग है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_02
HIN_0319,"नमस्ते, मेरा रिफंड अभी भी पेंडिंग है।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_02
HIN_0320,"नमस्ते, मेरा रिफंड अभी भी पेंडिंग है। कृपया इसे जल्दी हल करें।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_02
HIN_0321,"नमस्ते, मेरा रिफंड अभी भी पेंडिंग है। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_02
HIN_0322,"कृपया मदद करें, मेरा रिफंड अभी भी पेंडिंग है।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_02
HIN_0323,"कृपया मदद करें, मेरा रिफंड अभी भी पेंडिंग है। कृपया इसे जल्दी हल करें।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_02
HIN_0324,"कृपया मदद करें, मेरा रिफंड अभी भी पेंडिंग है। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_02
HIN_0325,मुझे सहायता चाहिए क्योंकि मेरा रिफंड अभी भी पेंडिंग है।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_02
HIN_0326,मुझे सहायता चाहिए क्योंकि मेरा रिफंड अभी भी पेंडिंग है। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_02
HIN_0327,मुझे सहायता चाहिए क्योंकि मेरा रिफंड अभी भी पेंडिंग है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_02
HIN_0328,यह बहुत जरूरी है: मेरा रिफंड अभी भी पेंडिंग है।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_02
HIN_0329,यह बहुत जरूरी है: मेरा रिफंड अभी भी पेंडिंग है। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_02
HIN_0330,यह बहुत जरूरी है: मेरा रिफंड अभी भी पेंडिंग है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_02
HIN_0331,मुझे रिफंड की केवल कुछ राशि मिली है।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_03
HIN_0332,मुझे रिफंड की केवल कुछ राशि मिली है। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_03
HIN_0333,मुझे रिफंड की केवल कुछ राशि मिली है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_03
HIN_0334,"नमस्ते, मुझे रिफंड की केवल कुछ राशि मिली है।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_03
HIN_0335,"नमस्ते, मुझे रिफंड की केवल कुछ राशि मिली है। कृपया इसे जल्दी हल करें।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_03
HIN_0336,"नमस्ते, मुझे रिफंड की केवल कुछ राशि मिली है। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_03
HIN_0337,"कृपया मदद करें, मुझे रिफंड की केवल कुछ राशि मिली है।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_03
HIN_0338,"कृपया मदद करें, मुझे रिफंड की केवल कुछ राशि मिली है। कृपया इसे जल्दी हल करें।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_03
HIN_0339,"कृपया मदद करें, मुझे रिफंड की केवल कुछ राशि मिली है। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_03
HIN_0340,मुझे सहायता चाहिए क्योंकि मुझे रिफंड की केवल कुछ राशि मिली है।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_03
HIN_0341,मुझे सहायता चाहिए क्योंकि मुझे रिफंड की केवल कुछ राशि मिली है। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_03
HIN_0342,मुझे सहायता चाहिए क्योंकि मुझे रिफंड की केवल कुछ राशि मिली है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_03
HIN_0343,यह बहुत जरूरी है: मुझे रिफंड की केवल कुछ राशि मिली है।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_03
HIN_0344,यह बहुत जरूरी है: मुझे रिफंड की केवल कुछ राशि मिली है। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_03
HIN_0345,यह बहुत जरूरी है: मुझे रिफंड की केवल कुछ राशि मिली है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_03
HIN_0346,ऐप में रिफंड दिख रहा है लेकिन खाते में पैसे नहीं आए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_04
HIN_0347,ऐप में रिफंड दिख रहा है लेकिन खाते में पैसे नहीं आए। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_04
HIN_0348,ऐप में रिफंड दिख रहा है लेकिन खाते में पैसे नहीं आए। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_04
HIN_0349,"नमस्ते, ऐप में रिफंड दिख रहा है लेकिन खाते में पैसे नहीं आए।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_04
HIN_0350,"नमस्ते, ऐप में रिफंड दिख रहा है लेकिन खाते में पैसे नहीं आए। कृपया इसे जल्दी हल करें।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_04
HIN_0351,"नमस्ते, ऐप में रिफंड दिख रहा है लेकिन खाते में पैसे नहीं आए। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_04
HIN_0352,"कृपया मदद करें, ऐप में रिफंड दिख रहा है लेकिन खाते में पैसे नहीं आए।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_04
HIN_0353,"कृपया मदद करें, ऐप में रिफंड दिख रहा है लेकिन खाते में पैसे नहीं आए। कृपया इसे जल्दी हल करें।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_04
HIN_0354,"कृपया मदद करें, ऐप में रिफंड दिख रहा है लेकिन खाते में पैसे नहीं आए। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_04
HIN_0355,मुझे सहायता चाहिए क्योंकि ऐप में रिफंड दिख रहा है लेकिन खाते में पैसे नहीं आए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_04
HIN_0356,मुझे सहायता चाहिए क्योंकि ऐप में रिफंड दिख रहा है लेकिन खाते में पैसे नहीं आए। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_04
HIN_0357,मुझे सहायता चाहिए क्योंकि ऐप में रिफंड दिख रहा है लेकिन खाते में पैसे नहीं आए। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_04
HIN_0358,यह बहुत जरूरी है: ऐप में रिफंड दिख रहा है लेकिन खाते में पैसे नहीं आए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_04
HIN_0359,यह बहुत जरूरी है: ऐप में रिफंड दिख रहा है लेकिन खाते में पैसे नहीं आए। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_04
HIN_0360,यह बहुत जरूरी है: ऐप में रिफंड दिख रहा है लेकिन खाते में पैसे नहीं आए। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_04
HIN_0361,रिटर्न स्वीकार होने के बाद भी रिफंड नहीं मिला।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_05
HIN_0362,रिटर्न स्वीकार होने के बाद भी रिफंड नहीं मिला। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_05
HIN_0363,रिटर्न स्वीकार होने के बाद भी रिफंड नहीं मिला। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_05
HIN_0364,"नमस्ते, रिटर्न स्वीकार होने के बाद भी रिफंड नहीं मिला।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_05
HIN_0365,"नमस्ते, रिटर्न स्वीकार होने के बाद भी रिफंड नहीं मिला। कृपया इसे जल्दी हल करें।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_05
HIN_0366,"नमस्ते, रिटर्न स्वीकार होने के बाद भी रिफंड नहीं मिला। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_05
HIN_0367,"कृपया मदद करें, रिटर्न स्वीकार होने के बाद भी रिफंड नहीं मिला।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_05
HIN_0368,"कृपया मदद करें, रिटर्न स्वीकार होने के बाद भी रिफंड नहीं मिला। कृपया इसे जल्दी हल करें।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_05
HIN_0369,"कृपया मदद करें, रिटर्न स्वीकार होने के बाद भी रिफंड नहीं मिला। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_05
HIN_0370,मुझे सहायता चाहिए क्योंकि रिटर्न स्वीकार होने के बाद भी रिफंड नहीं मिला।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_05
HIN_0371,मुझे सहायता चाहिए क्योंकि रिटर्न स्वीकार होने के बाद भी रिफंड नहीं मिला। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_05
HIN_0372,मुझे सहायता चाहिए क्योंकि रिटर्न स्वीकार होने के बाद भी रिफंड नहीं मिला। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_05
HIN_0373,यह बहुत जरूरी है: रिटर्न स्वीकार होने के बाद भी रिफंड नहीं मिला।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_05
HIN_0374,यह बहुत जरूरी है: रिटर्न स्वीकार होने के बाद भी रिफंड नहीं मिला। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_05
HIN_0375,यह बहुत जरूरी है: रिटर्न स्वीकार होने के बाद भी रिफंड नहीं मिला। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_05
HIN_0376,रिफंड मिलने की समय सीमा निकल चुकी है।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_06
HIN_0377,रिफंड मिलने की समय सीमा निकल चुकी है। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_06
HIN_0378,रिफंड मिलने की समय सीमा निकल चुकी है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_06
HIN_0379,"नमस्ते, रिफंड मिलने की समय सीमा निकल चुकी है।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_06
HIN_0380,"नमस्ते, रिफंड मिलने की समय सीमा निकल चुकी है। कृपया इसे जल्दी हल करें।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_06
HIN_0381,"नमस्ते, रिफंड मिलने की समय सीमा निकल चुकी है। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_06
HIN_0382,"कृपया मदद करें, रिफंड मिलने की समय सीमा निकल चुकी है।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_06
HIN_0383,"कृपया मदद करें, रिफंड मिलने की समय सीमा निकल चुकी है। कृपया इसे जल्दी हल करें।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_06
HIN_0384,"कृपया मदद करें, रिफंड मिलने की समय सीमा निकल चुकी है। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_06
HIN_0385,मुझे सहायता चाहिए क्योंकि रिफंड मिलने की समय सीमा निकल चुकी है।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_06
HIN_0386,मुझे सहायता चाहिए क्योंकि रिफंड मिलने की समय सीमा निकल चुकी है। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_06
HIN_0387,मुझे सहायता चाहिए क्योंकि रिफंड मिलने की समय सीमा निकल चुकी है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_06
HIN_0388,यह बहुत जरूरी है: रिफंड मिलने की समय सीमा निकल चुकी है।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_06
HIN_0389,यह बहुत जरूरी है: रिफंड मिलने की समय सीमा निकल चुकी है। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_06
HIN_0390,यह बहुत जरूरी है: रिफंड मिलने की समय सीमा निकल चुकी है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_06
HIN_0391,रिफंड गलत पेमेंट माध्यम में भेज दिया गया।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_07
HIN_0392,रिफंड गलत पेमेंट माध्यम में भेज दिया गया। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_07
HIN_0393,रिफंड गलत पेमेंट माध्यम में भेज दिया गया। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_07
HIN_0394,"नमस्ते, रिफंड गलत पेमेंट माध्यम में भेज दिया गया।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_07
HIN_0395,"नमस्ते, रिफंड गलत पेमेंट माध्यम में भेज दिया गया। कृपया इसे जल्दी हल करें।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_07
HIN_0396,"नमस्ते, रिफंड गलत पेमेंट माध्यम में भेज दिया गया। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_07
HIN_0397,"कृपया मदद करें, रिफंड गलत पेमेंट माध्यम में भेज दिया गया।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_07
HIN_0398,"कृपया मदद करें, रिफंड गलत पेमेंट माध्यम में भेज दिया गया। कृपया इसे जल्दी हल करें।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_07
HIN_0399,"कृपया मदद करें, रिफंड गलत पेमेंट माध्यम में भेज दिया गया। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_07
HIN_0400,मुझे सहायता चाहिए क्योंकि रिफंड गलत पेमेंट माध्यम में भेज दिया गया।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_07
HIN_0401,मुझे सहायता चाहिए क्योंकि रिफंड गलत पेमेंट माध्यम में भेज दिया गया। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_07
HIN_0402,मुझे सहायता चाहिए क्योंकि रिफंड गलत पेमेंट माध्यम में भेज दिया गया। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_07
HIN_0403,यह बहुत जरूरी है: रिफंड गलत पेमेंट माध्यम में भेज दिया गया।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_07
HIN_0404,यह बहुत जरूरी है: रिफंड गलत पेमेंट माध्यम में भेज दिया गया। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_07
HIN_0405,यह बहुत जरूरी है: रिफंड गलत पेमेंट माध्यम में भेज दिया गया। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_07
HIN_0406,मुझे अपेक्षा से कम रिफंड मिला।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_08
HIN_0407,मुझे अपेक्षा से कम रिफंड मिला। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_08
HIN_0408,मुझे अपेक्षा से कम रिफंड मिला। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_08
HIN_0409,"नमस्ते, मुझे अपेक्षा से कम रिफंड मिला।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_08
HIN_0410,"नमस्ते, मुझे अपेक्षा से कम रिफंड मिला। कृपया इसे जल्दी हल करें।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_08
HIN_0411,"नमस्ते, मुझे अपेक्षा से कम रिफंड मिला। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_08
HIN_0412,"कृपया मदद करें, मुझे अपेक्षा से कम रिफंड मिला।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_08
HIN_0413,"कृपया मदद करें, मुझे अपेक्षा से कम रिफंड मिला। कृपया इसे जल्दी हल करें।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_08
HIN_0414,"कृपया मदद करें, मुझे अपेक्षा से कम रिफंड मिला। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_08
HIN_0415,मुझे सहायता चाहिए क्योंकि मुझे अपेक्षा से कम रिफंड मिला।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_08
HIN_0416,मुझे सहायता चाहिए क्योंकि मुझे अपेक्षा से कम रिफंड मिला। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_08
HIN_0417,मुझे सहायता चाहिए क्योंकि मुझे अपेक्षा से कम रिफंड मिला। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_08
HIN_0418,यह बहुत जरूरी है: मुझे अपेक्षा से कम रिफंड मिला।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_08
HIN_0419,यह बहुत जरूरी है: मुझे अपेक्षा से कम रिफंड मिला। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_08
HIN_0420,यह बहुत जरूरी है: मुझे अपेक्षा से कम रिफंड मिला। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_08
HIN_0421,कई दिनों से रिफंड की स्थिति नहीं बदली है।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_09
