complaint_id,text,language,category,department,priority,template_group
ENG_0299,This is urgent: the tracking information has not been updated Please resolve this.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_10
ENG_0300,This is urgent: the tracking information has not been updated I need an update as soon as possible.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_10
ENG_0301,I cancelled my order but have not received the refund,English,Refund Issue,Refund Team,High,English_Refund Issue_01
ENG_0302,I cancelled my order but have not received the refund Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_01
ENG_0303,I cancelled my order but have not received the refund I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_01
ENG_0304,"Hello, I cancelled my order but have not received the refund",English,Refund Issue,Refund Team,High,English_Refund Issue_01
ENG_0305,"Hello, I cancelled my order but have not received the refund Please resolve this.",English,Refund Issue,Refund Team,High,English_Refund Issue_01
ENG_0306,"Hello, I cancelled my order but have not received the refund I need an update as soon as possible.",English,Refund Issue,Refund Team,High,English_Refund Issue_01
ENG_0307,"Please help, I cancelled my order but have not received the refund",English,Refund Issue,Refund Team,High,English_Refund Issue_01
ENG_0308,"Please help, I cancelled my order but have not received the refund Please resolve this.",English,Refund Issue,Refund Team,High,English_Refund Issue_01
ENG_0309,"Please help, I cancelled my order but have not received the refund I need an update as soon as possible.",English,Refund Issue,Refund Team,High,English_Refund Issue_01
ENG_0310,I need assistance because I cancelled my order but have not received the refund,English,Refund Issue,Refund Team,High,English_Refund Issue_01
ENG_0311,I need assistance because I cancelled my order but have not received the refund Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_01
ENG_0312,I need assistance because I cancelled my order but have not received the refund I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_01
ENG_0313,This is urgent: I cancelled my order but have not received the refund,English,Refund Issue,Refund Team,High,English_Refund Issue_01
ENG_0314,This is urgent: I cancelled my order but have not received the refund Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_01
ENG_0315,This is urgent: I cancelled my order but have not received the refund I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_01
ENG_0316,The refund is still pending,English,Refund Issue,Refund Team,High,English_Refund Issue_02
ENG_0317,The refund is still pending Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_02
ENG_0318,The refund is still pending I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_02
ENG_0319,"Hello, the refund is still pending",English,Refund Issue,Refund Team,High,English_Refund Issue_02
ENG_0320,"Hello, the refund is still pending Please resolve this.",English,Refund Issue,Refund Team,High,English_Refund Issue_02
ENG_0321,"Hello, the refund is still pending I need an update as soon as possible.",English,Refund Issue,Refund Team,High,English_Refund Issue_02
ENG_0322,"Please help, the refund is still pending",English,Refund Issue,Refund Team,High,English_Refund Issue_02
ENG_0323,"Please help, the refund is still pending Please resolve this.",English,Refund Issue,Refund Team,High,English_Refund Issue_02
ENG_0324,"Please help, the refund is still pending I need an update as soon as possible.",English,Refund Issue,Refund Team,High,English_Refund Issue_02
ENG_0325,I need assistance because the refund is still pending,English,Refund Issue,Refund Team,High,English_Refund Issue_02
ENG_0326,I need assistance because the refund is still pending Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_02
ENG_0327,I need assistance because the refund is still pending I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_02
ENG_0328,This is urgent: the refund is still pending,English,Refund Issue,Refund Team,High,English_Refund Issue_02
ENG_0329,This is urgent: the refund is still pending Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_02
ENG_0330,This is urgent: the refund is still pending I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_02
ENG_0331,Only part of the refund was credited,English,Refund Issue,Refund Team,High,English_Refund Issue_03
ENG_0332,Only part of the refund was credited Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_03
ENG_0333,Only part of the refund was credited I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_03
ENG_0334,"Hello, only part of the refund was credited",English,Refund Issue,Refund Team,High,English_Refund Issue_03
ENG_0335,"Hello, only part of the refund was credited Please resolve this.",English,Refund Issue,Refund Team,High,English_Refund Issue_03
ENG_0336,"Hello, only part of the refund was credited I need an update as soon as possible.",English,Refund Issue,Refund Team,High,English_Refund Issue_03
ENG_0337,"Please help, only part of the refund was credited",English,Refund Issue,Refund Team,High,English_Refund Issue_03
ENG_0338,"Please help, only part of the refund was credited Please resolve this.",English,Refund Issue,Refund Team,High,English_Refund Issue_03
ENG_0339,"Please help, only part of the refund was credited I need an update as soon as possible.",English,Refund Issue,Refund Team,High,English_Refund Issue_03
ENG_0340,I need assistance because only part of the refund was credited,English,Refund Issue,Refund Team,High,English_Refund Issue_03
ENG_0341,I need assistance because only part of the refund was credited Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_03
ENG_0342,I need assistance because only part of the refund was credited I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_03
ENG_0343,This is urgent: only part of the refund was credited,English,Refund Issue,Refund Team,High,English_Refund Issue_03
ENG_0344,This is urgent: only part of the refund was credited Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_03
ENG_0345,This is urgent: only part of the refund was credited I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_03
ENG_0346,The app says refunded but the money is not in my account,English,Refund Issue,Refund Team,High,English_Refund Issue_04
ENG_0347,The app says refunded but the money is not in my account Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_04
ENG_0348,The app says refunded but the money is not in my account I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_04
ENG_0349,"Hello, the app says refunded but the money is not in my account",English,Refund Issue,Refund Team,High,English_Refund Issue_04
ENG_0350,"Hello, the app says refunded but the money is not in my account Please resolve this.",English,Refund Issue,Refund Team,High,English_Refund Issue_04
ENG_0351,"Hello, the app says refunded but the money is not in my account I need an update as soon as possible.",English,Refund Issue,Refund Team,High,English_Refund Issue_04
ENG_0352,"Please help, the app says refunded but the money is not in my account",English,Refund Issue,Refund Team,High,English_Refund Issue_04
ENG_0353,"Please help, the app says refunded but the money is not in my account Please resolve this.",English,Refund Issue,Refund Team,High,English_Refund Issue_04
ENG_0354,"Please help, the app says refunded but the money is not in my account I need an update as soon as possible.",English,Refund Issue,Refund Team,High,English_Refund Issue_04
ENG_0355,I need assistance because the app says refunded but the money is not in my account,English,Refund Issue,Refund Team,High,English_Refund Issue_04
ENG_0356,I need assistance because the app says refunded but the money is not in my account Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_04
ENG_0357,I need assistance because the app says refunded but the money is not in my account I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_04
ENG_0358,This is urgent: the app says refunded but the money is not in my account,English,Refund Issue,Refund Team,High,English_Refund Issue_04
ENG_0359,This is urgent: the app says refunded but the money is not in my account Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_04
ENG_0360,This is urgent: the app says refunded but the money is not in my account I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_04
ENG_0361,My return was accepted but the refund was not processed,English,Refund Issue,Refund Team,High,English_Refund Issue_05
ENG_0362,My return was accepted but the refund was not processed Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_05
ENG_0363,My return was accepted but the refund was not processed I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_05
ENG_0364,"Hello, my return was accepted but the refund was not processed",English,Refund Issue,Refund Team,High,English_Refund Issue_05
ENG_0365,"Hello, my return was accepted but the refund was not processed Please resolve this.",English,Refund Issue,Refund Team,High,English_Refund Issue_05
ENG_0366,"Hello, my return was accepted but the refund was not processed I need an update as soon as possible.",English,Refund Issue,Refund Team,High,English_Refund Issue_05
ENG_0367,"Please help, my return was accepted but the refund was not processed",English,Refund Issue,Refund Team,High,English_Refund Issue_05
ENG_0368,"Please help, my return was accepted but the refund was not processed Please resolve this.",English,Refund Issue,Refund Team,High,English_Refund Issue_05
ENG_0369,"Please help, my return was accepted but the refund was not processed I need an update as soon as possible.",English,Refund Issue,Refund Team,High,English_Refund Issue_05
ENG_0370,I need assistance because my return was accepted but the refund was not processed,English,Refund Issue,Refund Team,High,English_Refund Issue_05
ENG_0371,I need assistance because my return was accepted but the refund was not processed Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_05
ENG_0372,I need assistance because my return was accepted but the refund was not processed I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_05
ENG_0373,This is urgent: my return was accepted but the refund was not processed,English,Refund Issue,Refund Team,High,English_Refund Issue_05
ENG_0374,This is urgent: my return was accepted but the refund was not processed Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_05
ENG_0375,This is urgent: my return was accepted but the refund was not processed I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_05
ENG_0376,The refund deadline has already passed,English,Refund Issue,Refund Team,High,English_Refund Issue_06
ENG_0377,The refund deadline has already passed Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_06
ENG_0378,The refund deadline has already passed I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_06
ENG_0379,"Hello, the refund deadline has already passed",English,Refund Issue,Refund Team,High,English_Refund Issue_06
ENG_0380,"Hello, the refund deadline has already passed Please resolve this.",English,Refund Issue,Refund Team,High,English_Refund Issue_06
ENG_0381,"Hello, the refund deadline has already passed I need an update as soon as possible.",English,Refund Issue,Refund Team,High,English_Refund Issue_06
ENG_0382,"Please help, the refund deadline has already passed",English,Refund Issue,Refund Team,High,English_Refund Issue_06
ENG_0383,"Please help, the refund deadline has already passed Please resolve this.",English,Refund Issue,Refund Team,High,English_Refund Issue_06
ENG_0384,"Please help, the refund deadline has already passed I need an update as soon as possible.",English,Refund Issue,Refund Team,High,English_Refund Issue_06
ENG_0385,I need assistance because the refund deadline has already passed,English,Refund Issue,Refund Team,High,English_Refund Issue_06
ENG_0386,I need assistance because the refund deadline has already passed Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_06
ENG_0387,I need assistance because the refund deadline has already passed I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_06
ENG_0388,This is urgent: the refund deadline has already passed,English,Refund Issue,Refund Team,High,English_Refund Issue_06
ENG_0389,This is urgent: the refund deadline has already passed Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_06
ENG_0390,This is urgent: the refund deadline has already passed I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_06
ENG_0391,The refund was sent to the wrong payment method,English,Refund Issue,Refund Team,High,English_Refund Issue_07
ENG_0392,The refund was sent to the wrong payment method Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_07
ENG_0393,The refund was sent to the wrong payment method I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_07
ENG_0394,"Hello, the refund was sent to the wrong payment method",English,Refund Issue,Refund Team,High,English_Refund Issue_07
ENG_0395,"Hello, the refund was sent to the wrong payment method Please resolve this.",English,Refund Issue,Refund Team,High,English_Refund Issue_07
ENG_0396,"Hello, the refund was sent to the wrong payment method I need an update as soon as possible.",English,Refund Issue,Refund Team,High,English_Refund Issue_07
ENG_0397,"Please help, the refund was sent to the wrong payment method",English,Refund Issue,Refund Team,High,English_Refund Issue_07
ENG_0398,"Please help, the refund was sent to the wrong payment method Please resolve this.",English,Refund Issue,Refund Team,High,English_Refund Issue_07
ENG_0399,"Please help, the refund was sent to the wrong payment method I need an update as soon as possible.",English,Refund Issue,Refund Team,High,English_Refund Issue_07
ENG_0400,I need assistance because the refund was sent to the wrong payment method,English,Refund Issue,Refund Team,High,English_Refund Issue_07
ENG_0401,I need assistance because the refund was sent to the wrong payment method Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_07
ENG_0402,I need assistance because the refund was sent to the wrong payment method I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_07
ENG_0403,This is urgent: the refund was sent to the wrong payment method,English,Refund Issue,Refund Team,High,English_Refund Issue_07
ENG_0404,This is urgent: the refund was sent to the wrong payment method Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_07
ENG_0405,This is urgent: the refund was sent to the wrong payment method I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_07
ENG_0406,I received a smaller refund than expected,English,Refund Issue,Refund Team,High,English_Refund Issue_08
ENG_0407,I received a smaller refund than expected Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_08
ENG_0408,I received a smaller refund than expected I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_08
ENG_0409,"Hello, I received a smaller refund than expected",English,Refund Issue,Refund Team,High,English_Refund Issue_08
ENG_0410,"Hello, I received a smaller refund than expected Please resolve this.",English,Refund Issue,Refund Team,High,English_Refund Issue_08
ENG_0411,"Hello, I received a smaller refund than expected I need an update as soon as possible.",English,Refund Issue,Refund Team,High,English_Refund Issue_08
ENG_0412,"Please help, I received a smaller refund than expected",English,Refund Issue,Refund Team,High,English_Refund Issue_08
ENG_0413,"Please help, I received a smaller refund than expected Please resolve this.",English,Refund Issue,Refund Team,High,English_Refund Issue_08
ENG_0414,"Please help, I received a smaller refund than expected I need an update as soon as possible.",English,Refund Issue,Refund Team,High,English_Refund Issue_08
ENG_0415,I need assistance because I received a smaller refund than expected,English,Refund Issue,Refund Team,High,English_Refund Issue_08
ENG_0416,I need assistance because I received a smaller refund than expected Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_08
ENG_0417,I need assistance because I received a smaller refund than expected I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_08
ENG_0418,This is urgent: I received a smaller refund than expected,English,Refund Issue,Refund Team,High,English_Refund Issue_08
ENG_0419,This is urgent: I received a smaller refund than expected Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_08
ENG_0420,This is urgent: I received a smaller refund than expected I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_08
ENG_0421,The refund status has not changed for several days,English,Refund Issue,Refund Team,High,English_Refund Issue_09
ENG_0422,The refund status has not changed for several days Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_09
ENG_0423,The refund status has not changed for several days I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_09
ENG_0424,"Hello, the refund status has not changed for several days",English,Refund Issue,Refund Team,High,English_Refund Issue_09
ENG_0425,"Hello, the refund status has not changed for several days Please resolve this.",English,Refund Issue,Refund Team,High,English_Refund Issue_09
ENG_0426,"Hello, the refund status has not changed for several days I need an update as soon as possible.",English,Refund Issue,Refund Team,High,English_Refund Issue_09
ENG_0427,"Please help, the refund status has not changed for several days",English,Refund Issue,Refund Team,High,English_Refund Issue_09
ENG_0428,"Please help, the refund status has not changed for several days Please resolve this.",English,Refund Issue,Refund Team,High,English_Refund Issue_09
ENG_0429,"Please help, the refund status has not changed for several days I need an update as soon as possible.",English,Refund Issue,Refund Team,High,English_Refund Issue_09
ENG_0430,I need assistance because the refund status has not changed for several days,English,Refund Issue,Refund Team,High,English_Refund Issue_09
ENG_0431,I need assistance because the refund status has not changed for several days Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_09
ENG_0432,I need assistance because the refund status has not changed for several days I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_09
ENG_0433,This is urgent: the refund status has not changed for several days,English,Refund Issue,Refund Team,High,English_Refund Issue_09
ENG_0434,This is urgent: the refund status has not changed for several days Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_09
ENG_0435,This is urgent: the refund status has not changed for several days I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_09
ENG_0436,My bank has not received the promised refund,English,Refund Issue,Refund Team,High,English_Refund Issue_10
ENG_0437,My bank has not received the promised refund Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_10
ENG_0438,My bank has not received the promised refund I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_10
ENG_0439,"Hello, my bank has not received the promised refund",English,Refund Issue,Refund Team,High,English_Refund Issue_10
ENG_0440,"Hello, my bank has not received the promised refund Please resolve this.",English,Refund Issue,Refund Team,High,English_Refund Issue_10
ENG_0441,"Hello, my bank has not received the promised refund I need an update as soon as possible.",English,Refund Issue,Refund Team,High,English_Refund Issue_10
ENG_0442,"Please help, my bank has not received the promised refund",English,Refund Issue,Refund Team,High,English_Refund Issue_10
ENG_0443,"Please help, my bank has not received the promised refund Please resolve this.",English,Refund Issue,Refund Team,High,English_Refund Issue_10
ENG_0444,"Please help, my bank has not received the promised refund I need an update as soon as possible.",English,Refund Issue,Refund Team,High,English_Refund Issue_10
ENG_0445,I need assistance because my bank has not received the promised refund,English,Refund Issue,Refund Team,High,English_Refund Issue_10
ENG_0446,I need assistance because my bank has not received the promised refund Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_10
ENG_0447,I need assistance because my bank has not received the promised refund I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_10
ENG_0448,This is urgent: my bank has not received the promised refund,English,Refund Issue,Refund Team,High,English_Refund Issue_10
ENG_0449,This is urgent: my bank has not received the promised refund Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_10
ENG_0450,This is urgent: my bank has not received the promised refund I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_10
ENG_0451,I am unable to cancel my order,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_01
ENG_0452,I am unable to cancel my order Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_01
ENG_0453,I am unable to cancel my order I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_01
ENG_0454,"Hello, I am unable to cancel my order",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_01
ENG_0455,"Hello, I am unable to cancel my order Please resolve this.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_01
ENG_0456,"Hello, I am unable to cancel my order I need an update as soon as possible.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_01
ENG_0457,"Please help, I am unable to cancel my order",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_01
ENG_0458,"Please help, I am unable to cancel my order Please resolve this.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_01
ENG_0459,"Please help, I am unable to cancel my order I need an update as soon as possible.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_01
ENG_0460,I need assistance because I am unable to cancel my order,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_01
ENG_0461,I need assistance because I am unable to cancel my order Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_01
ENG_0462,I need assistance because I am unable to cancel my order I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_01
ENG_0463,This is urgent: I am unable to cancel my order,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_01
ENG_0464,This is urgent: I am unable to cancel my order Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_01
ENG_0465,This is urgent: I am unable to cancel my order I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_01
ENG_0466,The cancel button is not available,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_02
ENG_0467,The cancel button is not available Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_02
ENG_0468,The cancel button is not available I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_02
ENG_0469,"Hello, the cancel button is not available",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_02
ENG_0470,"Hello, the cancel button is not available Please resolve this.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_02
ENG_0471,"Hello, the cancel button is not available I need an update as soon as possible.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_02
ENG_0472,"Please help, the cancel button is not available",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_02
ENG_0473,"Please help, the cancel button is not available Please resolve this.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_02
ENG_0474,"Please help, the cancel button is not available I need an update as soon as possible.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_02
ENG_0475,I need assistance because the cancel button is not available,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_02
ENG_0476,I need assistance because the cancel button is not available Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_02
ENG_0477,I need assistance because the cancel button is not available I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_02
ENG_0478,This is urgent: the cancel button is not available,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_02
ENG_0479,This is urgent: the cancel button is not available Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_02
ENG_0480,This is urgent: the cancel button is not available I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_02
ENG_0481,My cancellation request keeps failing,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_03
ENG_0482,My cancellation request keeps failing Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_03
ENG_0483,My cancellation request keeps failing I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_03
ENG_0484,"Hello, my cancellation request keeps failing",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_03
ENG_0485,"Hello, my cancellation request keeps failing Please resolve this.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_03
ENG_0486,"Hello, my cancellation request keeps failing I need an update as soon as possible.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_03
ENG_0487,"Please help, my cancellation request keeps failing",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_03
ENG_0488,"Please help, my cancellation request keeps failing Please resolve this.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_03
ENG_0489,"Please help, my cancellation request keeps failing I need an update as soon as possible.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_03
ENG_0490,I need assistance because my cancellation request keeps failing,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_03
ENG_0491,I need assistance because my cancellation request keeps failing Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_03
ENG_0492,I need assistance because my cancellation request keeps failing I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_03
ENG_0493,This is urgent: my cancellation request keeps failing,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_03
ENG_0494,This is urgent: my cancellation request keeps failing Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_03
ENG_0495,This is urgent: my cancellation request keeps failing I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_03
ENG_0496,The order was shipped after I requested cancellation,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_04
ENG_0497,The order was shipped after I requested cancellation Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_04
ENG_0498,The order was shipped after I requested cancellation I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_04
ENG_0499,"Hello, the order was shipped after I requested cancellation",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_04
ENG_0500,"Hello, the order was shipped after I requested cancellation Please resolve this.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_04
ENG_0501,"Hello, the order was shipped after I requested cancellation I need an update as soon as possible.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_04
ENG_0502,"Please help, the order was shipped after I requested cancellation",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_04
ENG_0503,"Please help, the order was shipped after I requested cancellation Please resolve this.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_04
ENG_0504,"Please help, the order was shipped after I requested cancellation I need an update as soon as possible.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_04
ENG_0505,I need assistance because the order was shipped after I requested cancellation,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_04
ENG_0506,I need assistance because the order was shipped after I requested cancellation Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_04
ENG_0507,I need assistance because the order was shipped after I requested cancellation I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_04
ENG_0508,This is urgent: the order was shipped after I requested cancellation,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_04
ENG_0509,This is urgent: the order was shipped after I requested cancellation Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_04
ENG_0510,This is urgent: the order was shipped after I requested cancellation I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_04
ENG_0511,I accidentally placed an order and need to cancel it,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_05
ENG_0512,I accidentally placed an order and need to cancel it Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_05
ENG_0513,I accidentally placed an order and need to cancel it I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_05
ENG_0514,"Hello, I accidentally placed an order and need to cancel it",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_05
ENG_0515,"Hello, I accidentally placed an order and need to cancel it Please resolve this.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_05
ENG_0516,"Hello, I accidentally placed an order and need to cancel it I need an update as soon as possible.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_05
ENG_0517,"Please help, I accidentally placed an order and need to cancel it",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_05
ENG_0518,"Please help, I accidentally placed an order and need to cancel it Please resolve this.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_05
ENG_0519,"Please help, I accidentally placed an order and need to cancel it I need an update as soon as possible.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_05
ENG_0520,I need assistance because I accidentally placed an order and need to cancel it,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_05
ENG_0521,I need assistance because I accidentally placed an order and need to cancel it Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_05
ENG_0522,I need assistance because I accidentally placed an order and need to cancel it I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_05
ENG_0523,This is urgent: I accidentally placed an order and need to cancel it,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_05
ENG_0524,This is urgent: I accidentally placed an order and need to cancel it Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_05
ENG_0525,This is urgent: I accidentally placed an order and need to cancel it I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_05
ENG_0526,The seller rejected my cancellation request,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_06
ENG_0527,The seller rejected my cancellation request Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_06
ENG_0528,The seller rejected my cancellation request I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_06
ENG_0529,"Hello, the seller rejected my cancellation request",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_06
ENG_0530,"Hello, the seller rejected my cancellation request Please resolve this.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_06
ENG_0531,"Hello, the seller rejected my cancellation request I need an update as soon as possible.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_06
