complaint_id,text,language,category,department,priority,template_group,text_length,word_count,split
ENG_0031,The payment failed but money was taken from my account,English,Payment Issue,Payments Team,High,English_Payment Issue_03,54,10,test
ENG_0458,"Please help, I am unable to cancel my order Please resolve this.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_01,64,12,train
ENG_0230,"Hello, the delivery date keeps changing Please resolve this.",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_06,60,9,train
ENG_0204,"Please help, the courier has not contacted me I need an update as soon as possible.",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_04,83,16,test
HGL_0223,Ye urgent hai: mera package same location par stuck hai.,Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_05,56,10,train
ENG_0786,"Hello, the return request is not being accepted I need an update as soon as possible.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_03,85,16,train
HIN_0284,यह बहुत जरूरी है: कूरियर वाले ने पैकेज देने से मना कर दिया। कृपया इसे जल्दी हल करें।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_09,84,18,validation
HIN_1071,"नमस्ते, किसी ने मेरे अकाउंट से ऑर्डर किया है। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Fraud/Security,Security Team,Critical,Hindi_Fraud/Security_02,78,15,test
HIN_0383,"कृपया मदद करें, रिफंड मिलने की समय सीमा निकल चुकी है। कृपया इसे जल्दी हल करें।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_06,78,16,train
ENG_0694,"Hello, the product quality is very poor",English,Product Issue,Product Support,High,English_Product Issue_07,39,7,test
HGL_0523,Ye urgent hai: galti se order place hua aur mujhe cancel karna hai.,Hinglish,Cancellation Issue,Order Management,Medium,Hinglish_Cancellation Issue_05,67,13,test
HIN_0821,मुझे सहायता चाहिए क्योंकि मैं सामान को दूसरे आकार से बदलना चाहती हूँ। कृपया इसे जल्दी हल करें।,Hindi,Return/Replacement,Returns Team,Medium,Hindi_Return/Replacement_05,94,18,test
ENG_0193,This is urgent: tracking shows delivered but I did not receive the package,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_03,74,13,train
HGL_0268,Ye urgent hai: mere order ka sirf ek part deliver hua.,Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_08,54,11,train
HIN_0337,"कृपया मदद करें, मुझे रिफंड की केवल कुछ राशि मिली है।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_03,52,11,train
HGL_1073,"Please help, kisi ne mere account se order place kiya. Please jaldi resolve karo.",Hinglish,Fraud/Security,Security Team,Critical,Hinglish_Fraud/Security_02,81,14,train
HGL_0649,"Hello, product description ke according nahi hai.",Hinglish,Product Issue,Product Support,High,Hinglish_Product Issue_04,49,7,train
ENG_0167,The delivery is delayed beyond the promised date Please resolve this.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_02,69,11,validation
HGL_0665,"Hello, package mein ek accessory missing hai. Please jaldi resolve karo.",Hinglish,Product Issue,Product Support,High,Hinglish_Product Issue_05,72,11,train
HIN_0537,मुझे सहायता चाहिए क्योंकि विक्रेता ने मेरा कैंसलेशन अनुरोध अस्वीकार कर दिया। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Cancellation Issue,Order Management,Medium,Hindi_Cancellation Issue_06,109,18,train
HGL_0426,"Hello, refund status kai din se change nahi hua. Mujhe jaldi update chahiye.",Hinglish,Refund Issue,Refund Team,High,Hinglish_Refund Issue_09,76,13,test
HGL_0279,"Please help, courier person ne package deliver karne se mana kiya. Mujhe jaldi update chahiye.",Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_09,94,15,train
HGL_0857,Courier person ne return collect karne se mana kiya. Please jaldi resolve karo.,Hinglish,Return/Replacement,Returns Team,Medium,Hinglish_Return/Replacement_08,79,13,train
ENG_0977,I forgot my password and cannot reset it Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_06,61,11,train
HIN_0407,मुझे अपेक्षा से कम रिफंड मिला। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_08,55,11,train
ENG_0322,"Please help, the refund is still pending",English,Refund Issue,Refund Team,High,English_Refund Issue_02,40,7,validation
HIN_0312,मुझे सहायता चाहिए क्योंकि मैंने ऑर्डर रद्द किया लेकिन रिफंड नहीं मिला। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_01,103,18,train
HGL_1031,Mujhe help chahiye kyunki meri order history missing hai. Please jaldi resolve karo.,Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_09,84,13,train
ENG_0195,This is urgent: tracking shows delivered but I did not receive the package I need an update as soon as possible.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_03,112,21,train
HIN_0243,मेरा ऑर्डर गलत पते पर भेज दिया गया। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_07,68,14,train
HGL_0605,"Hello, mujhe damaged product mila hai. Please jaldi resolve karo.",Hinglish,Product Issue,Product Support,High,Hinglish_Product Issue_01,65,10,train
HGL_0744,"Please help, delivery mein empty package mila hai. Mujhe jaldi update chahiye.",Hinglish,Product Issue,Product Support,High,Hinglish_Product Issue_10,78,12,train
ENG_1043,"Please help, I accidentally created two accounts with the same number Please resolve this.",English,Account Issue,Account Support,Medium,English_Account Issue_10,90,14,train
HGL_0937,"Please help, mera account lock ho gaya hai.",Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_03,43,8,train
ENG_0502,"Please help, the order was shipped after I requested cancellation",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_04,65,10,test
HGL_0280,Mujhe help chahiye kyunki courier person ne package deliver karne se mana kiya.,Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_09,79,13,train
HGL_1006,Main linked email change nahi kar pa rahi hoon.,Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_08,47,9,test
HIN_0878,"कृपया मदद करें, मुझे गलत रिप्लेसमेंट उत्पाद मिला। कृपया इसे जल्दी हल करें।",Hindi,Return/Replacement,Returns Team,Medium,Hindi_Return/Replacement_09,74,13,train
HIN_0717,मुझे सहायता चाहिए क्योंकि मुझे एक्सपायर हो चुका उत्पाद मिला। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Product Issue,Product Support,High,Hindi_Product Issue_08,93,16,train
HIN_0590,"नमस्ते, ऑर्डर रद्द करने पर मुझसे शुल्क लिया गया। कृपया इसे जल्दी हल करें।",Hindi,Cancellation Issue,Order Management,Medium,Hindi_Cancellation Issue_10,73,14,train
HGL_1189,"Hello, mere account se multiple unauthorised purchases hui hain.",Hinglish,Fraud/Security,Security Team,Critical,Hinglish_Fraud/Security_10,64,9,test
HGL_1072,"Please help, kisi ne mere account se order place kiya.",Hinglish,Fraud/Security,Security Team,Critical,Hinglish_Fraud/Security_02,54,10,train
HGL_0964,"Hello, mera saved address disappear ho gaya.",Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_05,44,7,train
HIN_0237,मुझे सहायता चाहिए क्योंकि डिलीवरी की तारीख बार-बार बदल रही है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_06,95,17,train
ENG_1007,I cannot change the email linked to my account Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_08,67,12,test
ENG_1164,"Please help, I received a suspicious message asking for payment I need an update as soon as possible.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_08,101,18,train
ENG_0081,"Hello, the UPI transaction succeeded but the order was not placed I need an update as soon as possible.",English,Payment Issue,Payments Team,High,English_Payment Issue_06,103,19,train
HIN_0433,यह बहुत जरूरी है: कई दिनों से रिफंड की स्थिति नहीं बदली है।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_09,59,13,validation
ENG_0296,I need assistance because the tracking information has not been updated Please resolve this.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_10,92,14,train
HIN_1067,किसी ने मेरे अकाउंट से ऑर्डर किया है। कृपया इसे जल्दी हल करें।,Hindi,Fraud/Security,Security Team,Critical,Hindi_Fraud/Security_02,62,13,test
HIN_0518,"कृपया मदद करें, गलती से किया गया ऑर्डर रद्द करना है। कृपया इसे जल्दी हल करें।",Hindi,Cancellation Issue,Order Management,Medium,Hindi_Cancellation Issue_05,77,16,train
HIN_0379,"नमस्ते, रिफंड मिलने की समय सीमा निकल चुकी है।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_06,45,9,train
HGL_1198,Ye urgent hai: mere account se multiple unauthorised purchases hui hain.,Hinglish,Fraud/Security,Security Team,Critical,Hinglish_Fraud/Security_10,72,11,test
HGL_0836,Mujhe help chahiye kyunki replacement order abhi tak ship nahi hua. Please jaldi resolve karo.,Hinglish,Return/Replacement,Returns Team,Medium,Hinglish_Return/Replacement_06,94,15,train
HGL_0921,"Hello, mujhe login OTP receive nahi ho raha. Mujhe jaldi update chahiye.",Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_02,72,12,test
HGL_0224,Ye urgent hai: mera package same location par stuck hai. Please jaldi resolve karo.,Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_05,83,14,train
HIN_0699,"कृपया मदद करें, उत्पाद की गुणवत्ता बहुत खराब है। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Product Issue,Product Support,High,Hindi_Product Issue_07,81,15,validation
ENG_0898,This is urgent: my return request was cancelled without explanation,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_10,67,10,train
ENG_0464,This is urgent: I am unable to cancel my order Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_01,67,13,train
ENG_0841,The return window is incorrectly shown as closed,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_07,48,8,test
HIN_0448,यह बहुत जरूरी है: मेरे बैंक खाते में रिफंड नहीं आया है।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_10,55,12,train
ENG_1188,There are multiple unauthorised purchases on my account I need an update as soon as possible.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_10,93,16,train
HIN_0029,यह बहुत जरूरी है: एक ही ऑर्डर के लिए दो बार पैसे कट गए। कृपया इसे जल्दी हल करें।,Hindi,Payment Issue,Payments Team,High,Hindi_Payment Issue_02,80,19,train
HIN_1171,नकली कस्टमर केयर एजेंट ने बैंक की जानकारी मांगी।,Hindi,Fraud/Security,Security Team,Critical,Hindi_Fraud/Security_09,48,9,train
HGL_1117,"Please help, mere saved card ko bina permission use kiya gaya.",Hinglish,Fraud/Security,Security Team,Critical,Hinglish_Fraud/Security_05,62,11,train
ENG_1118,"Please help, my saved card was used without permission Please resolve this.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_05,75,12,test
HGL_0244,"Hello, mera order wrong address par deliver hua.",Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_07,48,8,train
ENG_0258,Only part of my order was delivered I need an update as soon as possible.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_08,73,15,train
HIN_0230,"नमस्ते, डिलीवरी की तारीख बार-बार बदल रही है। कृपया इसे जल्दी हल करें।",Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_06,69,13,train
HIN_0489,"कृपया मदद करें, कैंसलेशन अनुरोध बार-बार फेल हो रहा है। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Cancellation Issue,Order Management,Medium,Hindi_Cancellation Issue_03,87,16,train
HGL_0974,Ye urgent hai: mera saved address disappear ho gaya. Please jaldi resolve karo.,Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_05,79,13,train
HIN_0616,सामान काम नहीं कर रहा है।,Hindi,Product Issue,Product Support,High,Hindi_Product Issue_02,25,6,train
HGL_0185,"Hello, tracking delivered dikha raha hai but package nahi mila. Please jaldi resolve karo.",Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_03,90,14,validation
HGL_1023,Meri order history missing hai. Mujhe jaldi update chahiye.,Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_09,59,9,train
ENG_0239,This is urgent: the delivery date keeps changing Please resolve this.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_06,69,11,train
ENG_0359,This is urgent: the app says refunded but the money is not in my account Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_04,93,18,test
ENG_0737,The package was empty when it arrived Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_10,58,10,train
HGL_0920,"Hello, mujhe login OTP receive nahi ho raha. Please jaldi resolve karo.",Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_02,71,12,test
ENG_0512,I accidentally placed an order and need to cancel it Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_05,73,13,train
HGL_0999,"Please help, app mujhe baar baar logout kar raha hai. Mujhe jaldi update chahiye.",Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_07,81,14,train
HGL_0472,"Please help, cancel button available nahi hai.",Hinglish,Cancellation Issue,Order Management,Medium,Hinglish_Cancellation Issue_02,46,7,train
ENG_0175,I need assistance because the delivery is delayed beyond the promised date,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_02,74,12,validation
ENG_0756,"Hello, I want to return this product I need an update as soon as possible.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_01,74,15,train
ENG_0215,"Hello, my package is stuck at the same location Please resolve this.",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_05,68,12,test
ENG_0480,This is urgent: the cancel button is not available I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_02,88,17,train
HGL_0529,"Hello, seller ne meri cancellation request reject kar di.",Hinglish,Cancellation Issue,Order Management,Medium,Hinglish_Cancellation Issue_06,57,9,validation
ENG_0415,I need assistance because I received a smaller refund than expected,English,Refund Issue,Refund Team,High,English_Refund Issue_08,67,11,test
HIN_1041,"नमस्ते, एक ही नंबर से गलती से दो अकाउंट बन गए हैं। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Account Issue,Account Support,Medium,Hindi_Account Issue_10,83,18,train
ENG_0760,I need assistance because I want to return this product,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_01,55,10,train
ENG_0103,This is urgent: cash was charged even though the order shows payment pending,English,Payment Issue,Payments Team,High,English_Payment Issue_07,76,13,test
HGL_0535,Mujhe help chahiye kyunki seller ne meri cancellation request reject kar di.,Hinglish,Cancellation Issue,Order Management,Medium,Hinglish_Cancellation Issue_06,76,12,validation
HIN_0387,मुझे सहायता चाहिए क्योंकि रिफंड मिलने की समय सीमा निकल चुकी है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_06,96,18,train
ENG_0240,This is urgent: the delivery date keeps changing I need an update as soon as possible.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_06,86,16,train
ENG_0411,"Hello, I received a smaller refund than expected I need an update as soon as possible.",English,Refund Issue,Refund Team,High,English_Refund Issue_08,86,16,test
ENG_0403,This is urgent: the refund was sent to the wrong payment method,English,Refund Issue,Refund Team,High,English_Refund Issue_07,63,12,train
HIN_0365,"नमस्ते, रिटर्न स्वीकार होने के बाद भी रिफंड नहीं मिला। कृपया इसे जल्दी हल करें।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_05,79,15,train
HIN_1140,यह बहुत जरूरी है: किसी ने मेरे अकाउंट का पासवर्ड बदल दिया। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Fraud/Security,Security Team,Critical,Hindi_Fraud/Security_06,91,18,train
HIN_0425,"नमस्ते, कई दिनों से रिफंड की स्थिति नहीं बदली है। कृपया इसे जल्दी हल करें।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_09,74,15,validation
HIN_0872,मुझे गलत रिप्लेसमेंट उत्पाद मिला। कृपया इसे जल्दी हल करें।,Hindi,Return/Replacement,Returns Team,Medium,Hindi_Return/Replacement_09,58,10,train
HGL_0072,Mujhe help chahiye kyunki checkout fail hua phir bhi amount debit ho gaya. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_05,102,17,test
HIN_1094,यह बहुत जरूरी है: मेरा अकाउंट हैक हो गया है। कृपया इसे जल्दी हल करें।,Hindi,Fraud/Security,Security Team,Critical,Hindi_Fraud/Security_03,69,15,train
ENG_0045,This is urgent: the payment failed but money was taken from my account I need an update as soon as possible.,English,Payment Issue,Payments Team,High,English_Payment Issue_03,108,21,test
ENG_0046,My card payment is stuck in processing,English,Payment Issue,Payments Team,High,English_Payment Issue_04,38,7,validation
ENG_1038,I accidentally created two accounts with the same number I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_10,94,17,train
ENG_0333,Only part of the refund was credited I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_03,74,15,train
ENG_1069,"Hello, someone placed an order using my account",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_02,47,8,train
HIN_0864,"कृपया मदद करें, कूरियर वाले ने रिटर्न लेने से मना कर दिया। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Return/Replacement,Returns Team,Medium,Hindi_Return/Replacement_08,91,18,train
HIN_0568,यह बहुत जरूरी है: मैं ऑर्डर में से एक सामान रद्द करना चाहती हूँ।,Hindi,Cancellation Issue,Order Management,Medium,Hindi_Cancellation Issue_08,64,14,train
ENG_1028,"Please help, my order history is missing Please resolve this.",English,Account Issue,Account Support,Medium,English_Account Issue_09,61,10,train
ENG_1053,There is an unknown transaction on my account I need an update as soon as possible.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_01,83,16,train
ENG_0719,This is urgent: I received an expired product Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_08,66,11,train
ENG_0059,This is urgent: my card payment is stuck in processing Please resolve this.,English,Payment Issue,Payments Team,High,English_Payment Issue_04,75,13,validation
HGL_1195,Mujhe help chahiye kyunki mere account se multiple unauthorised purchases hui hain.,Hinglish,Fraud/Security,Security Team,Critical,Hinglish_Fraud/Security_10,83,12,test
ENG_1012,"Please help, I cannot change the email linked to my account",English,Account Issue,Account Support,Medium,English_Account Issue_08,59,11,test
HGL_0894,"Please help, meri return request bina reason cancel ho gayi. Mujhe jaldi update chahiye.",Hinglish,Return/Replacement,Returns Team,Medium,Hinglish_Return/Replacement_10,88,14,train
HGL_0739,"Hello, delivery mein empty package mila hai.",Hinglish,Product Issue,Product Support,High,Hinglish_Product Issue_10,44,7,train
HIN_0412,"कृपया मदद करें, मुझे अपेक्षा से कम रिफंड मिला।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_08,46,9,train
HGL_0062,Checkout fail hua phir bhi amount debit ho gaya. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_05,75,13,test
HIN_0803,"कृपया मदद करें, रिटर्न के लिए पिकअप अभी तक नहीं हुआ। कृपया इसे जल्दी हल करें।",Hindi,Return/Replacement,Returns Team,Medium,Hindi_Return/Replacement_04,77,16,validation
HIN_1190,"नमस्ते, मेरे अकाउंट से कई अनधिकृत खरीदारी हुई हैं। कृपया इसे जल्दी हल करें।",Hindi,Fraud/Security,Security Team,Critical,Hindi_Fraud/Security_10,75,14,train
HIN_0196,कूरियर वाले ने मुझसे संपर्क नहीं किया।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_04,38,7,test
HGL_0234,"Please help, delivery date baar baar change ho rahi hai. Mujhe jaldi update chahiye.",Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_06,84,14,test
ENG_0310,I need assistance because I cancelled my order but have not received the refund,English,Refund Issue,Refund Team,High,English_Refund Issue_01,79,14,train
HIN_0846,"नमस्ते, रिटर्न की समय सीमा गलत तरीके से बंद दिखाई जा रही है। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Return/Replacement,Returns Team,Medium,Hindi_Return/Replacement_07,93,19,test
HIN_0233,"कृपया मदद करें, डिलीवरी की तारीख बार-बार बदल रही है। कृपया इसे जल्दी हल करें।",Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_06,77,15,train
HIN_0466,ऑर्डर रद्द करने का बटन उपलब्ध नहीं है।,Hindi,Cancellation Issue,Order Management,Medium,Hindi_Cancellation Issue_02,38,8,test
ENG_1117,"Please help, my saved card was used without permission",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_05,54,9,test
HIN_0958,यह बहुत जरूरी है: मैं अपना फोन नंबर अपडेट नहीं कर पा रही हूँ।,Hindi,Account Issue,Account Support,Medium,Hindi_Account Issue_04,61,14,validation
HGL_0396,"Hello, refund wrong payment method mein bheja gaya. Mujhe jaldi update chahiye.",Hinglish,Refund Issue,Refund Team,High,Hinglish_Refund Issue_07,79,12,train
ENG_0795,This is urgent: the return request is not being accepted I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_03,94,18,train
HIN_0228,डिलीवरी की तारीख बार-बार बदल रही है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_06,69,13,train
HIN_0291,"नमस्ते, ट्रैकिंग की जानकारी अपडेट नहीं हो रही है। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_10,82,15,test
HIN_0269,यह बहुत जरूरी है: मेरे ऑर्डर का केवल एक हिस्सा मिला है। कृपया इसे जल्दी हल करें।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_08,80,17,train
ENG_0713,"Please help, I received an expired product Please resolve this.",English,Product Issue,Product Support,High,English_Product Issue_08,63,10,train
ENG_0539,This is urgent: the seller rejected my cancellation request Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_06,80,12,validation
HIN_0034,"नमस्ते, पेमेंट फेल हो गया लेकिन खाते से पैसे कट गए।",Hindi,Payment Issue,Payments Team,High,Hindi_Payment Issue_03,51,11,train
HIN_0012,मुझे सहायता चाहिए क्योंकि मेरे पैसे कट गए लेकिन ऑर्डर कन्फर्म नहीं हुआ। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Payment Issue,Payments Team,High,Hindi_Payment Issue_01,104,19,train
ENG_0782,The return request is not being accepted Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_03,61,10,train
HGL_0292,"Please help, tracking information update nahi ho rahi hai.",Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_10,58,9,train
ENG_0189,"Please help, tracking shows delivered but I did not receive the package I need an update as soon as possible.",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_03,109,20,train
HIN_0358,यह बहुत जरूरी है: ऐप में रिफंड दिख रहा है लेकिन खाते में पैसे नहीं आए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_04,70,16,test
HGL_0418,Ye urgent hai: mujhe expected amount se kam refund mila.,Hinglish,Refund Issue,Refund Team,High,Hinglish_Refund Issue_08,56,10,train
HGL_1161,"Hello, mujhe payment maangne wala suspicious message mila. Mujhe jaldi update chahiye.",Hinglish,Fraud/Security,Security Team,Critical,Hinglish_Fraud/Security_08,86,12,train
HIN_0950,"नमस्ते, मैं अपना फोन नंबर अपडेट नहीं कर पा रही हूँ। कृपया इसे जल्दी हल करें।",Hindi,Account Issue,Account Support,Medium,Hindi_Account Issue_04,76,16,validation
HGL_0287,Tracking information update nahi ho rahi hai. Please jaldi resolve karo.,Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_10,72,11,train
HGL_0979,"Hello, main password reset nahi kar pa rahi hoon.",Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_06,49,9,train
HGL_0571,Cancel karne ke baad bhi order active dikha raha hai.,Hinglish,Cancellation Issue,Order Management,Medium,Hinglish_Cancellation Issue_09,53,10,train
ENG_0355,I need assistance because the app says refunded but the money is not in my account,English,Refund Issue,Refund Team,High,English_Refund Issue_04,82,16,test
ENG_0241,My order was sent to the wrong address,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_07,38,8,train
ENG_0791,I need assistance because the return request is not being accepted Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_03,87,14,train
HGL_0701,Mujhe help chahiye kyunki product ki quality bahut poor hai. Please jaldi resolve karo.,Hinglish,Product Issue,Product Support,High,Hinglish_Product Issue_07,87,14,train
ENG_0966,"Hello, my saved address has disappeared I need an update as soon as possible.",English,Account Issue,Account Support,Medium,English_Account Issue_05,77,14,train
HGL_1088,"Please help, lagta hai mera account hack ho gaya hai. Please jaldi resolve karo.",Hinglish,Fraud/Security,Security Team,Critical,Hinglish_Fraud/Security_03,80,14,test
HIN_1193,"कृपया मदद करें, मेरे अकाउंट से कई अनधिकृत खरीदारी हुई हैं। कृपया इसे जल्दी हल करें।",Hindi,Fraud/Security,Security Team,Critical,Hindi_Fraud/Security_10,83,16,train
ENG_1002,I need assistance because the app logs me out repeatedly I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_07,94,18,test
ENG_0579,"Please help, my order still appears active after cancellation I need an update as soon as possible.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_09,99,17,train
ENG_0555,This is urgent: the app is not showing the cancellation option I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_07,100,19,test
ENG_0479,This is urgent: the cancel button is not available Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_02,71,12,train
HGL_1089,"Please help, lagta hai mera account hack ho gaya hai. Mujhe jaldi update chahiye.",Hinglish,Fraud/Security,Security Team,Critical,Hinglish_Fraud/Security_03,81,14,test
HIN_0427,"कृपया मदद करें, कई दिनों से रिफंड की स्थिति नहीं बदली है।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_09,57,12,validation
HGL_0232,"Please help, delivery date baar baar change ho rahi hai.",Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_06,56,10,test
ENG_0153,My order has not arrived yet I need an update as soon as possible.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_01,66,14,train
HGL_0341,Mujhe help chahiye kyunki mujhe sirf partial refund mila hai. Please jaldi resolve karo.,Hinglish,Refund Issue,Refund Team,High,Hinglish_Refund Issue_03,88,14,train
HIN_1060,मुझे सहायता चाहिए क्योंकि मेरे अकाउंट में एक अनजान लेन-देन हुआ है।,Hindi,Fraud/Security,Security Team,Critical,Hindi_Fraud/Security_01,66,12,test
HGL_0513,Galti se order place hua aur mujhe cancel karna hai. Mujhe jaldi update chahiye.,Hinglish,Cancellation Issue,Order Management,Medium,Hinglish_Cancellation Issue_05,80,14,test
HIN_0713,"कृपया मदद करें, मुझे एक्सपायर हो चुका उत्पाद मिला। कृपया इसे जल्दी हल करें।",Hindi,Product Issue,Product Support,High,Hindi_Product Issue_08,75,14,train
ENG_0257,Only part of my order was delivered Please resolve this.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_08,56,10,train
HIN_0673,यह बहुत जरूरी है: पैकेज में एक जरूरी सामान गायब है।,Hindi,Product Issue,Product Support,High,Hindi_Product Issue_05,51,11,train
ENG_0347,The app says refunded but the money is not in my account Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_04,77,15,test
